BatchFile test, number of cities :=14
AMTS Algorithm - format:
avgGen avgdist DP AP IP NA AF MA Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
62.471 3365.206 0.1 0.5 0.1 10 0.35 6 3323 72 3336 210 3346 54 111.916014494831
63.047 3363.758 0.1 0.5 0.1 10 0.4 6 3323 93 3336 220 3346 53 111.555647835977
63.826 3363.612 0.1 0.5 0.1 10 0.45 6 3323 100 3336 223 3346 45 111.542556860451
64.144 3361.251 0.1 0.5 0.1 10 0.5 6 3323 117 3336 230 3346 62 111.451422432336
64.088 3363.85 0.1 0.5 0.1 10 0.55 6 3323 96 3336 210 3346 71 111.259956393995
63.082 3364.832 0.1 0.5 0.1 10 0.6 6 3323 98 3336 187 3346 49 111.078252414655
63.637 3365.889 0.1 0.5 0.1 10 0.65 6 3323 91 3336 197 3346 66 110.788828090285
63.828 3363.453 0.1 0.5 0.1 10 0.7 6 3323 90 3336 218 3346 62 110.69968934807
64.408 3364.279 0.1 0.5 0.1 10 0.75 6 3323 85 3336 220 3346 51 110.68412631076
63.949 3364.972 0.1 0.5 0.1 10 0.8 6 3323 98 3336 192 3346 53 110.506254119856
66.049 3364.164 0.1 0.5 0.1 10 0.85 6 3323 84 3336 223 3346 62 110.442395083585
65.268 3363.338 0.1 0.5 0.1 10 0.9 6 3323 111 3336 202 3346 69 110.310539910073
65.173 3366.494 0.1 0.5 0.1 10 0.95 6 3323 87 3336 187 3346 44 110.024226926122


